GRD Ref,Parent,Source Title,Short Source Title,Source Description,Archival Ref,Archive,Type
WCR11/172,,"Wakefield Court Rolls: Brighouse Court Leet, 2 May 1609",Wakefield Court Rolls 2 May 1609,,YAS/MD225/1/334,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR11/173,,"Wakefield Court Rolls: Brighouse Court Leet, 2 May 1609",Wakefield Court Rolls 2 May 1609,,YAS/MD225/1/334,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR11/177,,"Wakefield Court Rolls: Brighouse Court Leet, 2 May 1609",Wakefield Court Rolls 2 May 1609,,YAS/MD225/1/334,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR11/178,,"Wakefield Court Rolls: Brighouse Court Leet, 2 May 1609",Wakefield Court Rolls 2 May 1609,,YAS/MD225/1/334,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR11/179,,"Wakefield Court Rolls: Brighouse Court Leet, 2 May 1609",Wakefield Court Rolls 2 May 1609,,YAS/MD225/1/334,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR11/185,,"Wakefield Court Rolls: Burton Court Leet, 3 May 1609",Wakefield Court Rolls 3 May 1609,,YAS/MD225/1/334,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR11/187,,"Wakefield Court Rolls: Burton Court Leet, 3 May 1609",Wakefield Court Rolls 3 May 1609,,YAS/MD225/1/334,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR11/39,,"Wakefield Court Rolls: Wakefield Court Leet, 17 March 1609",Wakefield Court Rolls 17 March 1609,,YAS/MD225/1/334,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR12/117,,"Wakefield Court Rolls: Halifax Court and Tourn, 10 October 1339",Wakefield Court Rolls 10 October 1339,,YAS/MD225/1/65,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR12/134,,"Wakefield Court Rolls: Wakefield Court, 5 November 1339",Wakefield Court Rolls 5 November 1339,,YAS/MD225/1/65,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR12/14,,"Wakefield Court Rolls: Rastrick Court, 27 October 1338",Wakefield Court Rolls 27 October 1338,,YAS/MD225/1/64,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR12/196,,"Wakefield Court Rolls: Wakefield Court, 7 April 1340",Wakefield Court Rolls 7 April 1340,,YAS/MD225/1/65,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR12/20,,"Wakefield Court Rolls: Wakefield Tourn, 30 October 1338",Wakefield Court Rolls 30 October 1338,,YAS/MD225/1/64,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR12/200,,"Wakefield Court Rolls: Halifax Court, 9 May 1340",Wakefield Court Rolls 9 May 1340,,YAS/MD225/1/65,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR12/212,,"Wakefield Court Rolls: Wakefield Court, 12 May 1340",Wakefield Court Rolls 12 May 1340,,YAS/MD225/1/65,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR12/31,,"Wakefield Court Rolls: Wakefield Court, 4 December 1338",Wakefield Court Rolls 4 December 1338,,YAS/MD225/1/64,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR12/40,,"Wakefield Court Rolls: Wakefield Court, 8 January 1339",Wakefield Court Rolls 8 January 1339,,YAS/MD225/1/64,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR12/58,,"Wakefield Court Rolls: Wakefield Court, 12 March 1339",Wakefield Court Rolls 12 March 1339,,YAS/MD225/1/64,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR12/64,,"Wakefield Court Rolls: Halifax Court, 20 April 1339",Wakefield Court Rolls 20 April 1339,,YAS/MD225/1/64,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR12/65,,"Wakefield Court Rolls: Halifax Court, 20 April 1339",Wakefield Court Rolls 20 April 1339,,YAS/MD225/1/64,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR12/84,,"Wakefield Court Rolls: Wakefield Court, 11 June 1339",Wakefield Court Rolls 11 June 1339,,YAS/MD225/1/64,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR12/148,,"Wakefield Court Rolls: Wakefield Court, 26 November 1339",Wakefield Court Rolls 26 November 1339,,YAS/MD225/1/65,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR12/240,,"Wakefield Court Rolls: Wakefield Court, 28 July 1340",Wakefield Court Rolls 28 July 1340,,YAS/MD225/1/65,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR13/110,,"Wakefield Court Rolls: Brighouse Court Leet, 4 October 1687",Wakefield Court Rolls 4 October 1687,,YAS/MD225/1/413,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR13/120,,"Wakefield Court Rolls: Burton Court Leet, 5 October 1687",Wakefield Court Rolls 5 October 1687,,YAS/MD225/1/413,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR13/130,,"Wakefield Court Rolls: Wakefield Court Leet, 28 April 1688",Wakefield Court Rolls 28 April 1688,,YAS/MD225/1/413,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR13/134,,"Wakefield Court Rolls: Halifax Court Leet, 30 April 1688",Wakefield Court Rolls 30 April 1688,,YAS/MD225/1/413,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR13/142,,"Wakefield Court Rolls: Halifax Court Leet, 30 April 1688",Wakefield Court Rolls 30 April 1688,,YAS/MD225/1/413,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR13/168,,"Wakefield Court Rolls: Burton Court Leet, 2 May 1688",Wakefield Court Rolls 2 May 1688,,YAS/MD225/1/413,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR13/86,,"Wakefield Court Rolls: Wakefield Court Leet, 1 October 1687",Wakefield Court Rolls 1 October 1687,,YAS/MD225/1/413,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR13/92,,"Wakefield Court Rolls: Halifax Court Leet, 3 October 1687",Wakefield Court Rolls 3 October 1687,,YAS/MD225/1/413,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR14/122,,"Wakefield Court Rolls: Burton Court Leet, 17 October 1688",Wakefield Court Rolls 17 October 1688,,YAS/MD225/1/414,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR14/40,,"Wakefield Court Rolls: Wakefield Great Court, 5 April 1689",Wakefield Court Rolls 5 April 1689,,YAS/MD225/1/414,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR15/11,,"Wakefield Court Rolls: Brighouse Tourn, 7 October 1433",Wakefield Court Rolls 7 October 1433,,YAS/MD225/1/159/1,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR15/140,,"Wakefield Court Rolls: Wakefield Court, 14 October 1435",Wakefield Court Rolls 14 October 1435,,YAS/MD225/1/161/1,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR15/192,,"Wakefield Court Rolls: Wakefield Court, 15 August 1436",Wakefield Court Rolls 15 August 1436,,YAS/MD225/1/161/1,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR15/20,,"Wakefield Court Rolls: Wakefield Court, 13 November 1433",Wakefield Court Rolls 13 November 1433,,YAS/MD225/1/159/1,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR15/62,,"Wakefield Court Rolls: Wakefield Court, 6 August 1434",Wakefield Court Rolls 6 August 1434,,YAS/MD225/1/159/1,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR2/1,,Wakefield Court Rolls: Wakefield Court 30 September 1348,Wakefield Court Rolls 30 September 1348,,YAS/MD225/1/74,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR2/102,,Wakefield Court Rolls: Wakefield Court 5 May 1349,Wakefield Court Rolls 5 May 1349,,YAS/MD/225/1/75/1,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR2/214,,Wakefield Court Rolls: Kirkburton Tourn 4 January 1350,Wakefield Court Rolls 4 January 1350,,YAS/MD225/1/75/2,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR2/231,,"Wakefield Court Rolls: Issues pertaining to Joan de Bar, 1349",Wakefield Court Rolls 1349,,YAS/MD225/1/75/2,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR2/26,,Wakefield Court Rolls: Wakefield Court 18 November 1348,Wakefield Court Rolls 18 November 1348,,YAS/MD225/1/74,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR2/260,,Wakefield Court Rolls: Wakefield Court 16 September 1350,Wakefield Court Rolls 16 September 1350,,YAS/MD225/1/75/2,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR3/102,,Wakefield Court Rolls: Wakefield Court 7 August 1332,Wakefield Court Rolls 7 August 1332,,YAS/MD225/1/57,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR3/134,,Wakefield Court Rolls: Brighouse Court 11 January 1333,Wakefield Court Rolls 11 January 1333,,YAS/MD225/1/57,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR3/146,,Wakefield Court Rolls: Wakefield Court 4 December 1332,Wakefield Court Rolls 4 December 1332,,YAS/MD225/1/57,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR3/167,,Wakefield Court Rolls: Wakefield Court 12 March 1333,Wakefield Court Rolls 12 March 1333,,YAS/MD225/1/57,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR3/179,,Wakefield Court Rolls: Wakefield Court 14 May 1333,Wakefield Court Rolls 14 May 1333,,YAS/MD225/1/57,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR3/189,,Wakefield Court Rolls: Brighouse Tourn 1 June 1333,Wakefield Court Rolls 1 June 1333,,YAS/MD225/1/57,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR3/201,,Wakefield Court Rolls: Wakefield Court 25 June 1333,Wakefield Court Rolls 25 June 1333,,YAS/MD225/1/57,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR3/212,,Wakefield Court Rolls: Wakefield Court 6 August 1333,Wakefield Court Rolls 6 August 1333,,YAS/MD225/1/57,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR3/223,,Wakefield Court Rolls: Wakefield Court 17 September 1333,Wakefield Court Rolls 17 September 1333,,YAS/MD225/1/57,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR3/58,,Wakefield Court Rolls: Wakefield Court 10 April 1332,Wakefield Court Rolls 10 April 1332,,YAS/MD225/1/57,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR3/63,,Wakefield Court Rolls: Wakefield Court 24 April 1332,Wakefield Court Rolls 24 April 1332,,YAS/MD225/1/57,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR3/67,,Wakefield Court Rolls: Halifax Court 12 May 1332,Wakefield Court Rolls 12 May 1332,,YAS/MD225/1/57,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR3/86,,Wakefield Court Rolls: Wakefield Court 5 June 1332,Wakefield Court Rolls 5 June 1332,,YAS/MD225/1/57,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR4/122,,Wakefield Court Rolls: Wakefield Court 20 August 1585,Wakefield Court Rolls 20 August 1585,,YAS/MD225/1/310,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR4/140,,Wakefield Court Rolls: Burton Tourn 14 October 1584,Wakefield Court Rolls 14 October 1584,,YAS/MD225/1/310,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR4/143,,Wakefield Court Rolls: Halifax Tourn 26 April 1585,Wakefield Court Rolls 26 April 1585,,YAS/MD225/1/310,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR4/21,,Wakefield Court Rolls: Wakefield Court 28 March 1584,Wakefield Court Rolls 28 March 1584,,YAS/MD225/1/309,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR4/24,,Wakefield Court Rolls: Wakefield Court 17 April 1584,Wakefield Court Rolls 17 April 1584,,YAS/MD225/1/309,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR4/59,,Wakefield Court Rolls: Brighouse Tourn 15 October 1583,Wakefield Court Rolls 15 October 1583,,YAS/MD225/1/309,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR4/62,,Wakefield Court Rolls: Burton Tourn 16 October 1583,Wakefield Court Rolls 16 October 1583,,YAS/MD225/1/309,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR4/73,,Wakefield Court Rolls: Burton Tourn 29 April 1584,Wakefield Court Rolls 29 April 1584,,YAS/MD225/1/309,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR5/102,,"Wakefield Court Rolls: Wakefield Court Baron, 8 September 1665",Wakefield Court Rolls 8 September 1665,,YAS/MD225/1/390,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR5/114,,"Wakefield Court Rolls: Wakefield Court Leet, 8 October 1664",Wakefield Court Rolls 8 October 1664,,YAS/MD225/1/390,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR5/120,,"Wakefield Court Rolls: Wakefield Court Leet, 8 October 1664",Wakefield Court Rolls 8 October 1664,,YAS/MD225/1/390,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR5/123,,"Wakefield Court Rolls: Halifax Court Leet, 10 October 1664",Wakefield Court Rolls 10 October 1664,,YAS/MD225/1/390,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR5/124,,"Wakefield Court Rolls: Halifax Court Leet, 10 October 1664",Wakefield Court Rolls 10 October 1664,,YAS/MD225/1/390,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR5/132,,"Wakefield Court Rolls: Halifax Court Leet, 10 October 1664",Wakefield Court Rolls 10 October 1664,,YAS/MD225/1/390,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR5/133,,"Wakefield Court Rolls: Halifax Court Leet, 10 October 1664",Wakefield Court Rolls 10 October 1664,,YAS/MD225/1/390,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR5/134,,"Wakefield Court Rolls: Halifax Court Leet, 10 October 1664",Wakefield Court Rolls 10 October 1664,,YAS/MD225/1/390,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR5/139,,"Wakefield Court Rolls: Brighouse Court Leet, 11 October 1664",Wakefield Court Rolls 11 October 1664,,YAS/MD225/1/390,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR5/142,,"Wakefield Court Rolls: Brighouse Court Leet, 11 October 1664",Wakefield Court Rolls 11 October 1664,,YAS/MD225/1/390,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR5/158,,"Wakefield Court Rolls: Burton Court Leet, 12 October 1664",Wakefield Court Rolls 12 October 1664,,YAS/MD225/1/390,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR5/162,,"Wakefield Court Rolls: Burton Court Leet, 12 October 1664",Wakefield Court Rolls 12 October 1664,,YAS/MD225/1/390,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR5/177,,"Wakefield Court Rolls: Halifax Court Leet, 17 April 1665",Wakefield Court Rolls 17 April 1665,,YAS/MD225/1/390,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR5/179,,"Wakefield Court Rolls: Halifax Court Leet, 17 April 1665",Wakefield Court Rolls 17 April 1665,,YAS/MD225/1/390,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR5/184,,"Wakefield Court Rolls: Halifax Court Leet, 17 April 1665",Wakefield Court Rolls 17 April 1665,,YAS/MD225/1/390,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR5/189,,"Wakefield Court Rolls: Halifax Court Leet, 17 April 1665",Wakefield Court Rolls 17 April 1665,,YAS/MD225/1/390,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR5/194,,"Wakefield Court Rolls: Brighouse Court Leet, 18 April 1665",Wakefield Court Rolls 18 April 1665,,YAS/MD225/1/390,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR5/212,,"Wakefield Court Rolls: Kirkburton Tourn, 19 April 1665",Wakefield Court Rolls 19 April 1665,,YAS/MD225/1/390,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR5/66,,"Wakefield Court Rolls: Wakefield Court Baron, 14 April 1665",Wakefield Court Rolls 14 April 1665,,YAS/MD225/1/390,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR5/69,,"Wakefield Court Rolls: Wakefield Court Baron, 14 April 1665",Wakefield Court Rolls 14 April 1665,,YAS/MD225/1/390,"Special Collections, Brotherton Library, University of Leeds",Archival
WCR5/72,,"Wakefield Court Rolls: Wakefield Court Baron, 5 May 1665",Wakefield Court Rolls 5 May 1665,,YAS/MD225/1/390,"Special Collections, Brotherton Library, University of Leeds",Archival
